Date,SP500,MSFT-US,AAPL-US,AMZN-US,BRK.B-US,FB-US,JNJ-US,GOOGL-US,XOM-US,UNH-US,PFE-US,V-US,VZ-US,PG-US,T-US,INTC-US,CVX-US,SBAC-US,ROK-US,CLX-US,FE-US,MAT-US,UAA-US,NFX-US,COTY-US,NWS-US
28/02/2017,-0.001548687,-0.002335283,0.001095516,0.00331118,0.001582371,0.00278572,-0.003186277,-0.002730472,-0.000122607,0.000544153,-0.005250653,0.001818225,0.000400669,0.000110069,-0.002152164,-0.002464925,-0.000805281,-0.00257115,0,-0.002198703,0,0,-0.002325581,-0.009241642,0.002666694,-0.003731187
01/03/2017,0.006976528,0.002344457,0.006569764,0.009478841,0.013300665,0.006861443,0.002291211,0.007633768,0.004672602,0.008102534,0.004396206,0.00909698,-0.001410509,-0.000219703,-0.000239491,-0.009668627,0.003733167,0.003368748,0.017074856,-0.002631323,-0.010483985,0.00777307,0.005334627,0.013987932,0.005324635,0.007575675
02/03/2017,-0.000505017,-0.003849622,0.001502344,0,0.003271661,-0.002401397,-0.00088803,-0.000513569,-0.002649921,0.002262731,0.001162276,0.000112425,-0.002409064,-0.002836462,-0.003330182,0,-0.001844084,0.002167129,-0.000836147,-0.001239474,-0.00348547,-0.000391327,0,-0.005715841,-0.001032501,0
03/03/2017,-0.000419829,-0.000312426,-0.001295415,-0.002014348,0.00045483,-0.00095057,-0.001779382,-0.001070777,0.003121079,0.000358378,-0.002608034,-0.002485049,0.001400498,-0.001210019,-0.000475524,0.000835528,0.00352858,0.00147467,0.000849491,-0.001528354,0.001264274,0.0003943,0.000955566,0.004079413,0.002137788,0
06/03/2017,-0.003310786,-0.004357984,-0.002968982,-0.005471361,-0.00136612,-0.002114165,-0.00630087,-0.002614595,-0.000242478,-0.004577717,-0.005503766,-0.002928256,-0.001197854,-0.006740421,-0.004284616,-0.003063756,-0.002642103,-0.007305618,-0.003398237,-0.005404568,0.005670978,-0.001571702,0,-0.000546896,-0.00586981,-0.007547088
07/03/2017,-0.001923959,-0.001244762,-0.002009594,-0.001334735,0.001026226,-0.002838015,-0.009134222,-1.18E-05,0.003380633,-0.001482061,-0.013973526,0.000562154,-0.000599668,-0.002545083,-0.001429772,-0.000843395,0.003269494,-0.003733611,-0.001436338,-0.002339427,-0.003192889,-0.002748298,-0.004987531,0.006907986,0.00369801,-0.003773505
08/03/2017,0.000599563,-0.002173884,-0.004085533,0.00234037,0.003365659,-0.001092498,-0.000646065,0.002314516,-0.002060158,-0.000387626,-0.002353704,0.00123513,-0.00283168,-0.002990313,0,-0.00363129,-0.001162803,-0.002859371,0.003516042,-0.003944141,-0.008338576,0.001198973,0.003047232,-0.007529281,0.004255397,-0.007692383
09/03/2017,0.000215829,0.003077663,-0.001870616,0.000587889,0.004172144,0,0.003867786,5.86E-05,-0.004813311,0.001429213,-0.000884641,0.000674434,0.001220673,0,0.002154576,-0.000561533,-0.002737075,-0.002529437,0.000980352,0.002565769,-0.001928736,0.001193807,-0.001044932,-0.005896226,0.002134713,0.007812496
10/03/2017,0.00323485,0.005870357,0.00411028,0.004689332,0.003592405,0.004846644,0.000714632,0.005665392,0.009428304,0.0024406,0.002643139,0.004376553,0.004464227,0.005091796,0.002145789,0.008375233,0.012358978,0.005918175,0.008411306,0.002991446,0.003536846,0.008333232,0.008877285,0.010124385,0.001604955,0.003906329
13/03/2017,-0.000438338,0.001232174,-0.002083986,-0.000809422,0.001771631,-0.00057641,-0.003010939,-0.000667514,-0.001347906,5.88E-05,0.000879709,0.000780132,-0.000405257,-0.000109863,-0.003069669,-0.00167076,-0.000904077,0.000764007,-6.48E-05,0.000144932,-0.000959811,0.002740765,0.000519211,0.00029146,-0.003141007,0
